station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,week,weekday,quarter,holiday,blackfriday
18,2012-04-04,75.0,58.0,67.0,3.0,54.0,59.0,0.0,2.0,612.0,1849.0,BR,0.0,0.0,29.31,29.82,4.9,32.0,6.8,2012,4,4,14,2,2,,
19,2012-04-04,49.0,36.0,43.0,2.0,33.0,40.0,22.0,0.0,529.0,1820.0, ,0.0,0.0,29.26,30.01,12.0,2.0,12.1,2012,4,4,14,2,2,,
20,2012-04-04,76.0,56.0,66.0,5.111111111111111,55.0,59.0,0.0,1.0,,,BR,0.0,0.0,29.11,29.81,4.4,31.0,6.1,2012,4,4,14,2,2,,
1,2012-04-05,52.0,37.0,45.0,2.7777777777777777,23.0,35.0,20.0,0.0,,, ,0.0,0.0,29.6,29.79,9.0,32.0,10.0,2012,4,5,14,3,2,,
2,2012-04-05,48.0,32.0,40.0,-1.0,23.0,33.0,25.0,0.0,524.0,1817.0, ,0.0,0.0,28.66,29.79,9.4,31.0,10.2,2012,4,5,14,3,2,,
3,2012-04-05,66.0,50.0,58.0,0.0,52.0,55.0,7.0,0.0,604.0,1848.0, ,0.0,0.0,29.16,29.85,4.9,32.0,7.4,2012,4,5,14,3,2,,
4,2012-04-05,92.0,62.0,77.0,10.0,60.0,65.0,0.0,12.0,616.0,1852.0,BR,0.0,0.0,29.15,29.81,0.4,10.0,2.5,2012,4,5,14,3,2,,
6,2012-04-05,87.0,57.0,72.0,7.0,62.0,66.0,0.0,7.0,616.0,1851.0,BCFG BR HZ,0.0,0.0,29.3,29.8,1.6,4.0,5.3,2012,4,5,14,3,2,,
7,2012-04-05,66.0,49.0,58.0,2.7777777777777777,51.0,54.0,7.0,0.0,,, ,0.0,0.0,28.53,29.89,7.2,33.0,7.9,2012,4,5,14,3,2,,
8,2012-04-05,86.0,63.0,69.00740743448091,2.7777777777777777,61.0,65.0,2.4850424014787755,6.573728396267841,,,FG BR HZ,0.0,0.0,29.46,29.84555555555556,2.5,30.0,4.4,2012,4,5,14,3,2,,
9,2012-04-05,59.0,41.0,50.0,2.7777777777777777,28.0,40.0,15.0,0.0,,, ,0.0,0.0,29.38,30.13,5.0,8.0,5.8,2012,4,5,14,3,2,,
10,2012-04-05,90.0,70.0,80.0,2.7777777777777777,59.0,66.0,0.0,15.0,612.0,1848.0,RA,0.0,0.0,29.72,29.75,8.4,25.0,9.8,2012,4,5,14,3,2,,
11,2012-04-05,88.0,62.0,75.0,11.0,61.0,66.0,0.0,10.0,611.0,1848.0, ,0.0,0.0,29.72,29.74,7.6,24.0,8.1,2012,4,5,14,3,2,,
12,2012-04-05,89.0,66.0,78.0,2.7777777777777777,59.0,66.0,0.0,13.0,,, ,0.0,0.0,29.7,29.75,7.5,25.0,8.1,2012,4,5,14,3,2,,
13,2012-04-05,69.0,34.0,52.0,2.7777777777777777,34.0,44.0,13.0,0.0,,, ,0.0,0.0,24.08,29.78,12.7,16.0,13.3,2012,4,5,14,3,2,,
14,2012-04-05,65.0,48.0,57.0,0.0,51.0,54.0,8.0,0.0,612.0,1854.0, ,0.0,0.0,28.53,29.88,7.8,34.0,8.9,2012,4,5,14,3,2,,
15,2012-04-05,48.0,27.0,38.0,-3.0,22.0,33.0,27.0,0.0,522.0,1817.0, ,0.0,0.0,29.38,29.79,11.0,32.0,11.6,2012,4,5,14,3,2,,
16,2012-04-05,51.0,35.0,43.0,2.7777777777777777,23.0,35.0,22.0,0.0,,, ,0.0,0.0,29.63,29.76,10.8,31.0,11.2,2012,4,5,14,3,2,,
17,2012-04-05,69.0,47.0,58.0,2.7777777777777777,51.0,54.0,7.0,0.0,,, ,0.0,0.0,29.22,29.89,2.9,1.0,4.4,2012,4,5,14,3,2,,
18,2012-04-05,76.0,55.0,66.0,2.0,52.0,58.0,0.0,1.0,611.0,1850.0, ,0.0,0.0,29.34,29.85,5.1,35.0,6.3,2012,4,5,14,3,2,,
19,2012-04-05,43.0,38.0,41.0,-1.0,31.0,36.0,24.0,0.0,527.0,1821.0, ,0.0,0.0,29.39,30.13,15.9,3.0,16.2,2012,4,5,14,3,2,,
20,2012-04-05,77.0,54.0,66.0,2.7777777777777777,52.0,58.0,0.0,1.0,,, ,0.0,0.0,29.15,29.84,5.5,34.0,6.8,2012,4,5,14,3,2,,
1,2012-04-06,53.0,32.0,43.0,1.8888888888888888,19.0,34.0,22.0,0.0,,, ,0.0,0.0,29.76,29.93,6.7,31.0,7.7,2012,4,6,14,4,2,,
2,2012-04-06,49.0,30.0,40.0,-1.0,17.0,32.0,25.0,0.0,522.0,1819.0, ,0.0,0.0,28.81,29.93,9.9,32.0,10.7,2012,4,6,14,4,2,,
3,2012-04-06,68.0,48.0,58.0,0.0,51.0,54.0,7.0,0.0,603.0,1849.0, ,0.0,0.0,29.31,30.02,3.9,10.0,5.4,2012,4,6,14,4,2,,
4,2012-04-06,84.0,61.0,73.0,6.0,58.0,64.0,0.0,8.0,615.0,1852.0, ,0.0,0.0,29.28,29.94,2.3,11.0,5.2,2012,4,6,14,4,2,,
6,2012-04-06,84.0,56.0,70.0,5.0,59.0,63.0,0.0,5.0,614.0,1852.0, ,0.0,0.0,29.44,29.94,4.2,10.0,6.0,2012,4,6,14,4,2,,
7,2012-04-06,70.0,49.0,60.0,1.8888888888888888,52.0,55.0,5.0,0.0,,,BR HZ,0.0,0.0,28.63,30.0,6.6,12.0,8.5,2012,4,6,14,4,2,,
8,2012-04-06,82.0,61.0,69.49415365121563,1.8888888888888888,59.0,64.0,2.057718316282672,6.6366814858915,,, ,0.0,0.0,29.6,29.959444444444447,3.5,12.0,3.7,2012,4,6,14,4,2,,
9,2012-04-06,61.0,37.0,49.0,1.8888888888888888,27.0,41.0,16.0,0.0,,, ,0.0,0.0,29.41,30.19,9.7,14.0,10.3,2012,4,6,14,4,2,,
10,2012-04-06,82.0,62.0,72.0,1.8888888888888888,56.0,62.0,0.0,7.0,610.0,1848.0, ,0.0,0.0,29.78,29.84,8.0,1.0,13.8,2012,4,6,14,4,2,,
11,2012-04-06,79.0,58.0,69.0,5.0,57.0,61.0,0.0,4.0,610.0,1849.0,BR,0.0,0.0,29.77,29.85,5.6,1.0,10.0,2012,4,6,14,4,2,,
12,2012-04-06,80.0,61.0,71.0,1.8888888888888888,57.0,61.0,0.0,6.0,,,RA,0.0,0.0,29.77,29.85,6.8,1.0,11.4,2012,4,6,14,4,2,,
13,2012-04-06,73.0,38.0,56.0,1.8888888888888888,14.0,41.0,9.0,0.0,,, ,0.0,0.0,24.03,29.66,15.5,22.0,18.8,2012,4,6,14,4,2,,
14,2012-04-06,70.0,49.0,60.0,3.0,52.0,54.0,5.0,0.0,610.0,1855.0,BR,0.0,0.0,28.63,30.0,6.9,12.0,8.4,2012,4,6,14,4,2,,
15,2012-04-06,51.0,24.0,38.0,-3.0,18.0,31.0,27.0,0.0,520.0,1818.0, ,0.0,0.0,29.54,29.93,6.8,33.0,7.1,2012,4,6,14,4,2,,
16,2012-04-06,52.0,30.0,41.0,1.8888888888888888,19.0,33.0,24.0,0.0,,, ,0.0,0.0,29.78,29.9,8.4,32.0,8.7,2012,4,6,14,4,2,,
17,2012-04-06,69.0,49.0,59.0,1.8888888888888888,50.0,54.0,6.0,0.0,,, ,0.0,0.0,29.37,30.06,2.8,10.0,3.9,2012,4,6,14,4,2,,
18,2012-04-06,79.0,55.0,67.0,3.0,55.0,60.0,0.0,2.0,609.0,1850.0, ,0.0,0.0,29.47,29.97,5.0,11.0,5.8,2012,4,6,14,4,2,,
19,2012-04-06,48.0,33.0,41.0,-1.0,31.0,37.0,24.0,0.0,526.0,1822.0, ,0.0,0.0,29.53,30.29,4.3,5.0,4.7,2012,4,6,14,4,2,,
20,2012-04-06,79.0,56.0,68.0,1.8888888888888888,55.0,60.0,0.0,3.0,,, ,0.0,0.0,29.27,29.97,4.5,10.0,5.6,2012,4,6,14,4,2,,
1,2012-04-07,56.0,33.0,45.0,3.888888888888889,21.0,35.0,20.0,0.0,,, ,0.0,0.0,29.82,29.98,3.1,34.0,5.3,2012,4,7,14,5,2,,
2,2012-04-07,53.0,32.0,43.0,1.0,17.0,33.0,22.0,0.0,520.0,1820.0, ,0.0,0.0,28.86,29.97,9.9,33.0,10.3,2012,4,7,14,5,2,,
3,2012-04-07,65.0,55.0,60.0,2.0,53.0,56.0,5.0,0.0,602.0,1850.0,TSRA RA BR,0.0,0.14,29.47,30.15,2.4,12.0,7.5,2012,4,7,14,5,2,,
4,2012-04-07,85.0,67.0,76.0,9.0,63.0,67.0,0.0,11.0,613.0,1853.0,BR,0.0,0.0,29.41,30.07,3.5,16.0,5.2,2012,4,7,14,5,2,,
6,2012-04-07,85.0,65.0,75.0,10.0,63.0,67.0,0.0,10.0,613.0,1852.0,BR,0.0,0.0,29.56,30.06,6.0,16.0,6.2,2012,4,7,14,5,2,,
7,2012-04-07,69.0,56.0,63.0,3.888888888888889,56.0,58.0,2.0,0.0,,,TS RA BR HZ,0.0,0.0,28.79,30.13,3.0,5.0,12.0,2012,4,7,14,5,2,,
8,2012-04-07,82.0,61.0,70.61147958627173,3.888888888888889,60.0,65.0,1.186488653309561,6.879721937443932,,,BR,0.0,0.0,29.73,30.097222222222218,4.5,15.0,5.0,2012,4,7,14,5,2,,
9,2012-04-07,57.0,44.0,51.0,3.888888888888889,34.0,42.0,14.0,0.0,,,RA BR,0.0,0.13,29.34,30.1,4.6,21.0,10.5,2012,4,7,14,5,2,,
10,2012-04-07,74.0,63.0,69.0,3.888888888888889,46.0,56.0,0.0,4.0,609.0,1849.0, ,0.0,0.0,30.12,30.16,11.2,5.0,11.8,2012,4,7,14,5,2,,
11,2012-04-07,72.0,45.0,59.0,-5.0,46.0,53.0,6.0,0.0,609.0,1849.0, ,0.0,0.0,30.11,30.17,6.8,5.0,7.6,2012,4,7,14,5,2,,
12,2012-04-07,72.0,54.0,63.0,3.888888888888889,45.0,55.0,2.0,0.0,,, ,0.0,0.0,30.11,30.17,9.3,6.0,9.4,2012,4,7,14,5,2,,
13,2012-04-07,60.0,29.0,45.0,3.888888888888889,17.0,34.0,20.0,0.0,,, ,0.0,0.0,24.41,30.2,9.9,14.0,13.5,2012,4,7,14,5,2,,
14,2012-04-07,71.0,58.0,65.0,8.0,56.0,58.0,0.0,0.0,609.0,1856.0,TS RA BR,0.0,0.0,28.74,30.12,4.6,5.0,13.0,2012,4,7,14,5,2,,
15,2012-04-07,54.0,24.0,39.0,-2.0,20.0,33.0,26.0,0.0,518.0,1819.0, ,0.0,0.0,29.59,29.97,7.3,34.0,7.9,2012,4,7,14,5,2,,
16,2012-04-07,53.0,31.0,42.0,3.888888888888889,22.0,34.0,23.0,0.0,,, ,0.0,0.0,29.84,29.95,1.8,35.0,5.8,2012,4,7,14,5,2,,
17,2012-04-07,70.0,55.0,63.0,3.888888888888889,53.0,57.0,2.0,0.0,,,RA BR,0.0,0.18,29.53,30.19,1.5,10.0,5.9,2012,4,7,14,5,2,,
18,2012-04-07,83.0,61.0,72.0,8.0,60.0,64.0,0.0,7.0,608.0,1851.0, ,0.0,0.0,29.59,30.08,7.7,14.0,9.0,2012,4,7,14,5,2,,
19,2012-04-07,60.0,32.0,46.0,4.0,34.0,42.0,19.0,0.0,524.0,1823.0,RA,0.0,0.0,29.43,30.2,4.8,17.0,7.8,2012,4,7,14,5,2,,
20,2012-04-07,82.0,58.0,70.0,3.888888888888889,60.0,64.0,0.0,5.0,,, ,0.0,0.0,29.4,30.08,6.2,14.0,7.1,2012,4,7,14,5,2,,
1,2012-04-08,50.0,40.0,45.0,3.2222222222222223,26.0,38.0,20.0,0.0,,, ,0.0,0.0,29.63,29.75,4.7,31.0,6.1,2012,4,8,14,6,2,Easter Sunday,
2,2012-04-08,52.0,38.0,45.0,3.0,22.0,36.0,20.0,0.0,519.0,1821.0, ,0.0,0.0,28.69,29.74,9.0,29.0,9.8,2012,4,8,14,6,2,Easter Sunday,
3,2012-04-08,68.0,49.0,59.0,0.0,52.0,56.0,6.0,0.0,600.0,1850.0,BR,0.0,0.0,29.53,30.25,1.5,7.0,4.7,2012,4,8,14,6,2,Easter Sunday,
4,2012-04-08,83.0,63.0,73.0,6.0,60.0,65.0,0.0,8.0,612.0,1853.0, ,0.0,0.0,29.49,30.17,1.2,14.0,2.7,2012,4,8,14,6,2,Easter Sunday,
6,2012-04-08,83.0,58.0,71.0,6.0,59.0,63.0,0.0,6.0,612.0,1853.0,BR,0.0,0.0,29.65,30.17,2.0,13.0,3.7,2012,4,8,14,6,2,Easter Sunday,
7,2012-04-08,62.0,50.0,56.0,3.2222222222222223,52.0,55.0,9.0,0.0,,,BR,0.0,0.0,28.87,30.25,3.2,4.0,5.2,2012,4,8,14,6,2,Easter Sunday,
8,2012-04-08,81.0,61.0,70.04350282012139,3.2222222222222223,59.0,64.0,1.5947600393060002,6.721697096971091,,,BR,0.0,0.0,29.83,30.089444444444442,2.0,14.0,2.3,2012,4,8,14,6,2,Easter Sunday,
9,2012-04-08,63.0,34.0,49.0,3.2222222222222223,23.0,39.0,16.0,0.0,,, ,0.0,0.0,29.36,30.14,9.0,29.0,9.5,2012,4,8,14,6,2,Easter Sunday,
10,2012-04-08,78.0,57.0,68.0,3.2222222222222223,48.0,58.0,0.0,3.0,608.0,1850.0, ,0.0,0.0,30.14,30.16,2.9,13.0,6.1,2012,4,8,14,6,2,Easter Sunday,
11,2012-04-08,79.0,44.0,62.0,-3.0,46.0,53.0,3.0,0.0,608.0,1850.0, ,0.0,0.0,30.14,30.15,2.1,15.0,3.6,2012,4,8,14,6,2,Easter Sunday,
12,2012-04-08,76.0,46.0,61.0,3.2222222222222223,46.0,54.0,4.0,0.0,,,HZ,0.0,0.0,30.13,30.16,2.0,14.0,4.0,2012,4,8,14,6,2,Easter Sunday,
13,2012-04-08,69.0,30.0,50.0,3.2222222222222223,15.0,38.0,15.0,0.0,,, ,0.0,0.0,24.39,30.16,6.2,14.0,7.9,2012,4,8,14,6,2,Easter Sunday,
14,2012-04-08,63.0,56.0,60.0,2.0,53.0,56.0,5.0,0.0,608.0,1857.0, ,0.0,0.0,28.87,30.25,5.2,5.0,5.9,2012,4,8,14,6,2,Easter Sunday,
15,2012-04-08,48.0,38.0,43.0,1.0,24.0,36.0,22.0,0.0,516.0,1820.0, ,0.0,0.0,29.39,29.73,5.9,31.0,8.5,2012,4,8,14,6,2,Easter Sunday,
16,2012-04-08,50.0,37.0,44.0,3.2222222222222223,27.0,37.0,21.0,0.0,,, ,0.0,0.0,29.65,29.72,3.2,31.0,6.8,2012,4,8,14,6,2,Easter Sunday,
17,2012-04-08,68.0,53.0,61.0,3.2222222222222223,53.0,56.0,4.0,0.0,,, ,0.0,0.0,29.59,30.29,3.1,4.0,4.0,2012,4,8,14,6,2,Easter Sunday,
18,2012-04-08,73.0,61.0,67.0,3.0,61.0,63.0,0.0,2.0,607.0,1852.0,TS TSRA BR,0.0,0.88,29.67,30.19,4.5,7.0,5.5,2012,4,8,14,6,2,Easter Sunday,
19,2012-04-08,62.0,45.0,54.0,11.0,29.0,42.0,11.0,0.0,522.0,1824.0, ,0.0,0.0,29.39,30.15,10.5,29.0,11.7,2012,4,8,14,6,2,Easter Sunday,
20,2012-04-08,75.0,60.0,68.0,3.2222222222222223,61.0,63.0,0.0,3.0,,,RA FG BR,0.0,2.75,29.47,30.18,3.4,7.0,4.5,2012,4,8,14,6,2,Easter Sunday,
1,2012-04-09,55.0,37.0,46.0,4.222222222222221,30.0,41.0,19.0,0.0,,,RA,0.0,0.0,29.37,29.53,13.5,26.0,14.2,2012,4,9,15,0,2,,
2,2012-04-09,53.0,41.0,47.0,4.0,28.0,38.0,18.0,0.0,517.0,1822.0, ,0.0,0.0,28.46,29.55,17.7,27.0,17.8,2012,4,9,15,0,2,,
3,2012-04-09,77.0,56.0,67.0,8.0,56.0,60.0,0.0,2.0,559.0,1851.0,BR,0.0,0.0,29.38,30.12,3.1,16.0,3.9,2012,4,9,15,0,2,,
4,2012-04-09,83.0,63.0,73.0,5.0,59.0,64.0,0.0,8.0,611.0,1854.0, ,0.0,0.0,29.42,30.12,1.3,17.0,2.8,2012,4,9,15,0,2,,
6,2012-04-09,82.0,56.0,69.0,3.0,60.0,64.0,0.0,4.0,611.0,1854.0,BR,0.0,0.0,29.59,30.11,4.1,18.0,4.5,2012,4,9,15,0,2,,
7,2012-04-09,71.0,53.0,62.0,4.222222222222221,58.0,60.0,3.0,0.0,,,BR,0.0,0.0,28.75,30.12,6.6,18.0,7.5,2012,4,9,15,0,2,,
8,2012-04-09,81.0,59.0,69.77462477911067,4.222222222222221,59.0,64.0,2.2307589625004236,7.0894059699755045,,,BR,0.0,0.0,29.77,29.97,2.0,18.0,2.5,2012,4,9,15,0,2,,
9,2012-04-09,49.0,32.0,41.0,4.222222222222221,19.0,33.0,24.0,0.0,,, ,0.0,0.0,29.36,30.14,14.2,31.0,15.0,2012,4,9,15,0,2,,
10,2012-04-09,83.0,60.0,72.0,4.222222222222221,54.0,61.0,0.0,7.0,607.0,1850.0,FU,0.0,0.0,30.03,30.05,2.3,19.0,6.4,2012,4,9,15,0,2,,
11,2012-04-09,82.0,53.0,68.0,3.0,55.0,60.0,0.0,3.0,607.0,1851.0,FU,0.0,0.0,30.02,30.05,2.0,19.0,4.8,2012,4,9,15,0,2,,
12,2012-04-09,82.0,55.0,69.0,4.222222222222221,55.0,60.0,0.0,4.0,,,BR HZ FU,0.0,0.0,30.02,30.05,0.3,22.0,4.6,2012,4,9,15,0,2,,
13,2012-04-09,69.0,35.0,52.0,4.222222222222221,24.0,39.0,13.0,0.0,,, ,0.0,0.0,24.34,30.09,1.2,8.0,6.9,2012,4,9,15,0,2,,
14,2012-04-09,72.0,57.0,65.0,7.0,58.0,60.0,0.0,0.0,606.0,1857.0,BR,0.0,0.01,28.74,30.12,5.7,18.0,7.0,2012,4,9,15,0,2,,
15,2012-04-09,53.0,31.0,42.0,0.0,30.0,38.0,23.0,0.0,515.0,1821.0, ,0.0,0.0,29.13,29.51,8.8,26.0,9.5,2012,4,9,15,0,2,,
16,2012-04-09,57.0,38.0,48.0,4.222222222222221,30.0,41.0,17.0,0.0,,,RA,0.0,0.0,29.41,29.51,12.2,27.0,12.6,2012,4,9,15,0,2,,
17,2012-04-09,79.0,58.0,69.0,4.222222222222221,56.0,61.0,0.0,4.0,,,BR,0.0,0.0,29.44,30.16,2.1,15.0,2.3,2012,4,9,15,0,2,,
18,2012-04-09,76.0,59.0,68.0,3.0,62.0,64.0,0.0,3.0,605.0,1852.0,FG+ BR HZ,0.0,0.0,29.6,30.13,4.0,12.0,5.1,2012,4,9,15,0,2,,
19,2012-04-09,58.0,37.0,48.0,5.0,23.0,39.0,17.0,0.0,520.0,1826.0, ,0.0,0.0,29.23,29.98,12.9,30.0,14.0,2012,4,9,15,0,2,,
20,2012-04-09,76.0,60.0,68.0,4.222222222222221,62.0,63.0,0.0,3.0,,,FG+ FG BR HZ,0.0,0.0,29.4,30.12,2.5,10.0,3.2,2012,4,9,15,0,2,,
1,2012-04-10,62.0,43.0,53.0,4.111111111111111,27.0,41.0,12.0,0.0,,, ,0.0,0.0,29.47,29.65,6.6,25.0,7.9,2012,4,10,15,1,2,,
2,2012-04-10,57.0,39.0,48.0,5.0,22.0,37.0,17.0,0.0,515.0,1823.0,RA,0.0,0.0,28.54,29.65,10.5,26.0,11.3,2012,4,10,15,1,2,,
3,2012-04-10,75.0,56.0,66.0,7.0,52.0,58.0,0.0,1.0,557.0,1852.0, ,0.0,0.0,29.38,30.1,5.0,3.0,6.2,2012,4,10,15,1,2,,
4,2012-04-10,84.0,61.0,73.0,5.0,59.0,64.0,0.0,8.0,610.0,1855.0, ,0.0,0.0,29.39,30.07,2.1,17.0,3.3,2012,4,10,15,1,2,,
6,2012-04-10,83.0,55.0,69.0,3.0,59.0,63.0,0.0,4.0,610.0,1854.0,BCFG BR,0.0,0.0,29.54,30.06,5.1,19.0,5.5,2012,4,10,15,1,2,,
7,2012-04-10,77.0,53.0,65.0,4.111111111111111,58.0,61.0,0.0,0.0,,,FG+ FG BR HZ,0.0,0.0,28.71,30.07,5.1,6.0,5.8,2012,4,10,15,1,2,,
8,2012-04-10,82.0,59.0,68.62115011711836,4.111111111111111,60.0,64.0,3.1156990757147884,6.815737040097271,,,BR,0.0,0.0,29.72,29.972222222222218,3.2,19.0,3.4,2012,4,10,15,1,2,,
9,2012-04-10,44.0,29.0,37.0,4.111111111111111,17.0,29.0,28.0,0.0,,, ,0.0,0.0,29.48,30.25,11.5,33.0,11.9,2012,4,10,15,1,2,,
10,2012-04-10,85.0,66.0,76.0,4.111111111111111,50.0,60.0,0.0,11.0,606.0,1851.0,FU,0.0,0.0,29.99,30.01,1.4,5.0,7.3,2012,4,10,15,1,2,,
11,2012-04-10,82.0,54.0,68.0,3.0,50.0,58.0,0.0,3.0,606.0,1851.0,BR FU,0.0,0.0,29.98,30.02,1.0,8.0,3.5,2012,4,10,15,1,2,,
12,2012-04-10,80.0,57.0,69.0,4.111111111111111,50.0,59.0,0.0,4.0,,,BR HZ FU,0.0,0.0,29.98,30.02,2.7,6.0,4.6,2012,4,10,15,1,2,,
13,2012-04-10,76.0,39.0,58.0,4.111111111111111,36.0,47.0,7.0,0.0,,, ,0.0,0.0,24.26,29.96,4.9,16.0,7.8,2012,4,10,15,1,2,,
14,2012-04-10,78.0,55.0,67.0,9.0,59.0,62.0,0.0,2.0,605.0,1858.0,BR HZ,0.0,0.0,28.71,30.07,6.0,7.0,6.7,2012,4,10,15,1,2,,
15,2012-04-10,56.0,30.0,43.0,1.0,28.0,38.0,22.0,0.0,513.0,1823.0, ,0.0,0.0,29.23,29.63,6.1,27.0,6.9,2012,4,10,15,1,2,,
16,2012-04-10,61.0,42.0,52.0,4.111111111111111,26.0,41.0,13.0,0.0,,, ,0.0,0.0,29.49,29.62,7.5,27.0,9.0,2012,4,10,15,1,2,,
17,2012-04-10,76.0,55.0,66.0,4.111111111111111,53.0,59.0,0.0,1.0,,,BR,0.0,0.0,29.44,30.13,5.7,4.0,6.1,2012,4,10,15,1,2,,
18,2012-04-10,84.0,64.0,74.0,9.0,61.0,66.0,0.0,9.0,604.0,1853.0, ,0.0,0.0,29.54,30.05,3.6,21.0,4.8,2012,4,10,15,1,2,,
19,2012-04-10,42.0,34.0,38.0,-5.0,17.0,31.0,27.0,0.0,519.0,1827.0, ,0.0,0.0,29.34,30.09,12.2,32.0,12.4,2012,4,10,15,1,2,,
20,2012-04-10,84.0,62.0,73.0,4.111111111111111,61.0,65.0,0.0,8.0,,,BR,0.0,0.0,29.34,30.05,2.5,22.0,4.0,2012,4,10,15,1,2,,
1,2012-04-11,60.0,42.0,51.0,2.0,31.0,41.0,14.0,0.0,,, ,0.0,0.0,29.65,29.82,1.4,3.0,4.1,2012,4,11,15,2,2,,
2,2012-04-11,52.0,38.0,45.0,2.0,30.0,38.0,20.0,0.0,514.0,1824.0,RA,0.0,0.09,28.69,29.8,5.1,31.0,6.7,2012,4,11,15,2,2,,
3,2012-04-11,67.0,51.0,59.0,-1.0,46.0,52.0,6.0,0.0,556.0,1853.0,TS TSRA RA,0.0,0.16,29.44,30.15,6.7,8.0,7.5,2012,4,11,15,2,2,,
4,2012-04-11,85.0,60.0,73.0,5.0,60.0,65.0,0.0,8.0,609.0,1855.0,BR HZ,0.0,0.0,29.35,30.04,3.6,16.0,5.4,2012,4,11,15,2,2,,
6,2012-04-11,85.0,52.0,69.0,3.0,60.0,64.0,0.0,4.0,609.0,1855.0,RA BCFG BR HZ,0.0,0.0,29.51,30.03,6.4,16.0,6.9,2012,4,11,15,2,2,,
7,2012-04-11,63.0,54.0,59.0,2.0,53.0,56.0,6.0,0.0,,,TSRA RA BR VCTS,0.0,0.11,28.72,30.09,11.6,9.0,12.7,2012,4,11,15,2,2,,
8,2012-04-11,84.0,59.0,68.91555788018553,2.0,60.0,64.0,3.087211494638927,7.081642712593101,,,BR HZ,0.0,0.0,29.7,30.01833333333333,4.2,15.0,4.3,2012,4,11,15,2,2,,
9,2012-04-11,55.0,27.0,41.0,2.0,22.0,34.0,24.0,0.0,,, ,0.0,0.0,29.54,30.32,2.2,33.0,3.6,2012,4,11,15,2,2,,
10,2012-04-11,81.0,64.0,73.0,2.0,46.0,58.0,0.0,8.0,605.0,1852.0,FU,0.0,0.0,29.98,30.0,6.8,31.0,8.2,2012,4,11,15,2,2,,
11,2012-04-11,81.0,53.0,67.0,1.0,46.0,56.0,0.0,2.0,604.0,1852.0,FU,0.0,0.0,29.96,30.0,6.3,30.0,7.2,2012,4,11,15,2,2,,
12,2012-04-11,82.0,60.0,71.0,2.0,48.0,58.0,0.0,6.0,,,HZ,0.0,0.0,29.96,30.0,5.2,33.0,6.1,2012,4,11,15,2,2,,
13,2012-04-11,70.0,44.0,57.0,2.0,45.0,49.0,8.0,0.0,,,TS TSRA BR HZ,0.0,0.2,24.18,29.85,8.5,17.0,12.3,2012,4,11,15,2,2,,
14,2012-04-11,69.0,55.0,62.0,4.0,54.0,57.0,3.0,0.0,604.0,1859.0, ,0.0,0.0,28.71,30.09,11.4,9.0,12.4,2012,4,11,15,2,2,,
15,2012-04-11,58.0,26.0,42.0,-1.0,31.0,38.0,23.0,0.0,511.0,1824.0,RA,0.0,0.0,29.42,29.82,1.6,2.0,3.0,2012,4,11,15,2,2,,
16,2012-04-11,56.0,37.0,47.0,2.0,32.0,40.0,18.0,0.0,,,RA,0.0,0.0,29.67,29.79,3.9,36.0,5.6,2012,4,11,15,2,2,,
17,2012-04-11,64.0,51.0,58.0,2.0,49.0,53.0,7.0,0.0,,,TSRA RA BR,0.0,0.6,29.49,30.19,5.1,8.0,6.3,2012,4,11,15,2,2,,
18,2012-04-11,83.0,64.0,74.0,9.0,61.0,65.0,0.0,9.0,603.0,1854.0, ,0.0,0.0,29.52,30.04,6.5,13.0,7.7,2012,4,11,15,2,2,,
19,2012-04-11,48.0,31.0,40.0,-4.0,27.0,35.0,25.0,0.0,517.0,1828.0, ,0.0,0.0,29.51,30.26,4.0,2.0,7.2,2012,4,11,15,2,2,,
20,2012-04-11,82.0,65.0,74.0,2.0,61.0,66.0,0.0,9.0,,, ,0.0,0.0,29.33,30.04,4.6,13.0,6.4,2012,4,11,15,2,2,,
1,2012-04-12,57.0,39.0,48.0,3.2222222222222223,38.0,42.0,17.0,0.0,,,RA,0.0,0.21,29.8,29.99,3.1,1.0,4.6,2012,4,12,15,3,2,,
2,2012-04-12,51.0,37.0,44.0,0.0,35.0,40.0,21.0,0.0,512.0,1825.0,RA,0.0,0.06,28.85,29.97,7.2,36.0,9.1,2012,4,12,15,3,2,,
3,2012-04-12,70.0,51.0,61.0,1.0,48.0,54.0,4.0,0.0,555.0,1854.0, ,0.0,0.0,29.26,30.0,12.1,14.0,12.4,2012,4,12,15,3,2,,
4,2012-04-12,86.0,68.0,77.0,9.0,63.0,67.0,0.0,12.0,608.0,1856.0,RA,0.0,0.0,29.28,29.96,5.4,15.0,7.3,2012,4,12,15,3,2,,
6,2012-04-12,86.0,67.0,77.0,11.0,64.0,67.0,0.0,12.0,607.0,1856.0,RA BR,0.0,0.0,29.44,29.96,11.0,15.0,11.2,2012,4,12,15,3,2,,
7,2012-04-12,72.0,56.0,64.0,3.2222222222222223,55.0,59.0,1.0,0.0,,, ,0.0,0.0,28.53,29.92,20.3,15.0,20.6,2012,4,12,15,3,2,,
